Noun,Verb,Adjective,Exclamation 
임신,덮어주지,,
애,나와,,
어거지,하던,,
부정,헐,,
입학,할,,
대학,지는게,,
출석,해,,
이건,버리는,,
뭐,주못,,
머리,된,,
뇌,책임질줄,,
우동,모르는,,
사리,했으면,,
생물,나가기,,
너,난다,,
인간,보내놨더니,,
저년,박는,,
저,가렸는데도,,
어미,생김이,,
정체,묻어,,
베댓,나온다,,
조만간,합시다,,
읍읍읍,들끓지,,
누구,걷어서,,
세,쓰고,,
읍읍읍,알려졌는데,,
금수,지,,
저가,받네,,
마법,가고,,
수저,뛰러,,
대한민국,갔나,,
신,하는,,
살수,긋고,,
사람,가는데,,
최,할,,
실,잇는,,
학교장,하지,,
항의,않으면,,
협박,되지,,
자기,웃긴,,
자꾸,잡아라,,
왜,보내기하지말고,,
모자이크,몰라요,,
처리,하겠노,,
김연아,키운,,
학교,길들인,,
출석,대우받는,,
함,배우고,,
스포츠,조아려주니,,
메달,일구게,,
감,됩니다,,
거기,하네,,
거,난다,,
걸,욕먹어,,
조사해,봐라,,
아주,잡아다가,,
미혼모,시켜,,
남자,되고,,
대니,선실세아니라지,,
애,늘어지지,,
낳을,하던,,
수,하신단다,,
진심,하는데,,
최,잘살수있게,,
실,들이,,
특집,갖고,,
싹,하는,,
정리,할말,,
영화,하긴,,
한편,하는거나,,
에미뇬,싶었다,,
딸뇬,까도,,
텅년,까도,,
승마,나온다,,
협회,하면,,
대학,우습다,,
총장,파헤쳐라,,
학사,했지만,,
관리,받으니,,
교직원,겠구만,,
레포트,나가도,,
교수,했는데,,
그,보면,,
덕,잡아가는,,
국가,되었으면,,
연구,한다,,
과제,오르면,,
준,됐든,,
정부,됐든,,
나,비켜,,
박근혜,손댈수,,
이,보내,,
지경,드릴께요,,
돈,바꾸네,,
주니,키우니,,
비서,일으키지,,
독일,참,,
음식,다니기,,
퍼다,어릴,,
놈,보니,,
효,나오네,,
정말,대,,
끝,나오는,,
대한민국,탄게,,
정말,탔나,,
도움,봐,,
공부,터져도,,
서울,잘,,
대학교,먹고,,
또,잘,,
준비,사실거다,,
대기업,해도되,,
입사,하자,,
결혼,할,,
살,까발렸네,,
제,돌아와,,
자신,느껴,,
남편,봐야지,,
견,온거니,,
얘,쳐,,
승마,낳고,,
애,오르노냐,,
출석,내놔라,,
률,하는,,
비교,하냐,,
기사,와서,,
내면,찍고,,
훨더,자는,,
공신,하는건,,
아주,쓸라면,,
다마네기,하고,,
다마네기,할까,,
또,가고,,
시바,찍으러,,
누구,다녔으니,,
대학입시,까면,,
때문,깔수록,,
매일,나와,,
뼈,하겠지,,
공부,걸렸네,,
저년,하겠지,,
거의,와,,
인맥,밝혀지려,,
빨,하는데,,
대학,한다고,,
잘만,지가,,
정유,알아서,,
라가,해주네,,
아기,뽑았냐,,
댓글,눈감아,,
보고,줬다면,,
깜놀,해라,,
사실,섞기,,
정,도망가,,
유라,버렸는데,,
결혼,섞고,,
돈,되는,,
지위,거칠게,,
마음씨,잡으려고,,
얼마나,하는,,
살,떨어지거던,,
리가,나도,,
애,는데,,
원정출산,해줬으면,,
아빠,끝났는데,,
누구,하는,,
임,받은,,
전제,잖아요,,
군주,개인전이라면,,
시절,꾸는,,
그냥,집도있다며,,
철,뻗어야,,
공주,돼,,
권력,가빠지게,,
결과물,하면,,
누가,해,,
인정,했던,,
감동,돼,,
드라마,하고,,
오직,싶은대로,,
비리,살았으니,,
코,남은,,
뿐,와라,,
진짜,어린,,
시민혁명,된것도,,
나라,뭐라,,
꼴,할것도,,
게뭐,비웃는건,,
거,하는,,
뭐,해야하는데,,
끝,아는,,
본인,살았다는,,
제일,하는거,,
알,뭐라안,,
이야기,한다,,
본인,휘둘러,,
국민,뜯어서,,
자체,하는거면,,
마인드,살다가,,
사람,되는,,
뉴스,하게,,
거리,되는구나,,
어차피,해주려고,,
수도,나대는거,,
국민,보면,,
감정,허지도,,
가발,않냐,,
머리,잘알까,,
공짜,였어도,,
머리카락,잡자,,
이햐,까,,
고등학교,한거구만,,
때,키워라,,
학교,들어오게해,,
거의,잘하나,,
퇴학,봐요,,
여름방학,그리,,
달,하는,,
겨울방학,꺼,,
달,다니고,,
잡고,다니까,,
일이,마시지,,
그냥,들어가나,,
학교,늘어지는세,,
정도,만나는,,
이화여대,하느라,,
특채,보네,,
빽,했으니깐,,
성적,했다는거네,,
지금,속였을까,,
초반,할매,,
미혼모,들을,,
남친,하고,,
얘,낳은,,
대초,말하나는,,
거,막히게,,
더,봅니다,,
라이,받,,
정유,할,,
말,병들게,,
애마부인,하는,,
정윤회,나가기,,
훅,해줍니까,,
실세,나오네,,
최,하지,,
실,해야,,
그,한다,,
딸,빠지는,,
고교,하는,,
때,더불어,,
이대,하는군,,
입학,해서,,
비리,벌려로,,
또,하는건,,
속,보면,,
알,알고있는,,
수,갖고있구나,,
양파,받은,,
집,해서,,
구석,된,,
이,한거나,,
여자,찬가진데,,
권력,다녔겠네,,
전혀,멈췄겠네,,
관심,나라가있지,,
질풍,되,,
노도,버렸다,,
전형,느끼게,,
청소년,한다,,
시기,해주냐,,
이대,타긴,,
자퇴,하는거냐,,
애,이었구만,,
독일,보니,,
그냥,알겠더라,,
살,하지,,
한국,가진,,
그다지,대에,,
관심,하고,,
가지,해서,,
다시,하는,,
기어,할,,
자본주의,낳아,,
사회,하는,,
자본,막되,,
공주,먹은,,
양파,부는,,
또,떨어진다,,
또,하는,,
인생,쳐,,
뽀록,들여,,
콩가루,쳐,,
집안,들여,,
모녀,들였는데,,
좌지우지,해야지,,
개한민국,들,,
나라,둔,,
사랑,잘,,
나라,해보세요,,
교주,하는지요,,
이전,된,,
교수,따져,,
말씀,봐야,,
무당,된다,,
가족,받은,,
아주,하지,,
그냥,빼먹는,,
나라,한,,
쥐락펴락했,들이,,
세상,되지,,
응,지가,,
사진,돌아가는듯,,
존못,해서,,
애,맞았다는데,,
남,자라는,,
말타,떼기,,
유승준,버려야,,
살,합니다,,
해,한,,
성희롱,키우고,,
말,들이군,,
안하무인,해서,,
놈,다녔,,
놈,겠냐만은,,
안하무인,가니,,
사이비,먹었군,,
교주,나왔다고,,
사기꾼,했지,,
증조,된,,
할배,하고싶은데,,
그,참을수가,,
딸,만들어놓고,,
매,올라갈수록,,
개념,해,,
인간,해서,,
엄마,참,,
밑,키웠구나,,
애,되어,,
얼마나,하는거,,
싸가지,타면,,
걱정,잡으면,,
내용,살았네,,
인터,해,,
냇,아는데,,
안나,빼면,,
독일,했으면,,
주민등록,했네,,
평생,할,,
해,싶다,,
국가,떠오르네,,
차원,나오네,,
이대,숨어,,
강제,살듯,,
얘,그려,,
나이,잘,,
살,했네,,
임신,참,,
경험,한다,,
영화,참,,
한편,하고싶은걸,,
정도,하러,,
정,알려졌구먼,,
유나,사니,,
일침,하려고,,
능력,사니,,
니,생겼는데,,
부모,치워주세요,,
우리,했는지,,
부모,밝혀,,
가지,봅시다,,
감,긴,,
배,아는데,,
돈,봤는데,,
실력,모였어,,
최,해봐라,,
실,들일꺼다,,
대통령,받던가,,
각하,빠진다,,
욕,밝혀라,,
분,탄다,,
간첩,탈듯,,
빨갱이,할텐데,,
저,싶다,,
최,하느라,,
실,들어오든데,,
대통령,들이,,
각하,지,,
존경,들,,
댜,하네,,
민국,하겠군,,
만세,보내야하는데,,
동기,괴롭혀주마,,
사창가,달려라,,
가라,터져나와,,
저,벌인,,
이,감춘다고,,
사창가,일세,,
닐루와,참,,
마넌줄,낳았으면,,
얘,했단,,
누굴,참,,
말썽,커졌든,,
진짜,고칠랑,,
은나라,째,,
우리나라,대,,
만세,세란다,,
정도,하면,,
운동,참,,
애,참,,
학교,하면,,
고등학교,된다,,
더,시키지,,
스포츠,들,,
유전,되야,,
무죄,한다,,
무전,까라,,
유죄,들이군,,
좀,시키는,,
페어,하고,,
플레이,이러고도,,
좀,운운,,
제발,하지마라,,
좀,사가지,,
돈,맞지,,
자식,딴,,
케이스,씹으면,,
그네,살아난다,,
게이트,할,,
왜,나는구나,,
말,되면,,
딸,까도,,
저,까도,,
라,나올게,,
소개팅,하긴,,
번호,뒤지는,,
표,들이니,,
헬조선,하는,,
집,되고,,
흙,느껴지노,,
수저,지록,,
그냥,가진,,
자살,가,,
각,지록,,
정도,받고,,
애마부인,들에게,,
초딩,할,,
때,넘이,,
평생,넘이지,,
공부,잡는게,,
안,하는,,
말,받게,,
머리,되어,,
수준,할,,
그네,해야,,
급,참,,
학교,나온다,,
어디,나오지,,
말,않나,,
건가,감싸는게,,
운동선수,맞잖아,,
체격,받은,,
답지,된다,,
코미디빅리그,열렸네,,
완전,매달리,,
시트콤,가서,,
라그,놀다,,
왜,알가는,,
은곳,까,,
엄마,줘,,
자본주의,버려라,,
사회,그리,,
속,던져,,
귀족,버려라,,
살,쑤시는,,
모녀,짜리,,
꼴,들이다,,
보기,먹히는거,,
한국,가져다,,
좀,따고,,
말,해야지,,
모자이크,그려,,
혼자,하면서,,
얼마나,다녔는지,,
거,해봐야져,,
범죄자,되는거져,,
모자이크,합시다,,
좀,되는,,
본인,된,,
분,올라오는군,,
데,치워라,,
대체,보는것도,,
왜,되면,,
모자이크,않냐,,
결석,썰,,
공결,돼서,,
처리,돌아,,
대한민국,오고,,
돈,낮춰,,
것임,버리니,,
또,하며,,
한번,질하면,,
이제,걸리는,,
홈스,하자는거냐,,
뭐,해도,,
학교,먹히니,,
구설,가자는거니,,
수,남은거니,,
실,갔다,,
어데,가러치요,,
숨,하는,,
손석희,대기리다,,
짱,되지,,
최,식혀라,,
실,들추는것보다,,
박근혜,하는것이,,
설문,하세요,,
미리,하면,,
자료,이른,,
제대로,먹는,,
화이팅,나오면,,
김연아,먹는,,
대조,되는,,
세계,하면,,
여왕,않을,,
타이틀,해서,,
거머,는데,,
김연아,해요,,
학점,된,,
때,짓은,,
이건,했구나,,
뭐,떨어지는,,
진짜,한다고,,
제대로,웃는다,,
똥,였지,,
학교,대들이,,
애,할,,
금수,빠져도,,
저,저런거,,
스포츠,했는데,,
스타,떠나서,,
거의,뽑는,,
아이돌,들,,
인기,부는,,
아역,때리면,,
매일,돌리던,,
밤샘,받을수,,
촬영,만들어라,,
강행,만들지,,
주인공,들아,,
고교생,까도,,
두,까도,,
달,나오는게,,
시간,돼야지,,
할애,박다,,
학교,했다잖아,,
것,털린,,
능력,이라지만,,
박근혜,봐도,,
게이트,않냐,,
완전,대주는진,,
최,모르겠다만,,
실,한다며,,
왕국,털어,,
인생,봐,,
산다,까,,
친구,보자고,,
친구,썩은,,
란,가,,
무엇,내보내서,,
쓰레기,만들고,,
승마,까고,,
협회,할수있나,,
얼굴,아는,,
최,뭐라하지마라,,
실,생긴건데,,
수중,치르니,,
박근혜,나오지,,
대한,밝혀지고,,
약점,잘,,
쥐,사는,,
박근혜,가는게,,
조종,뒤지면,,
고서,되는게,,
일,기는,,
상식,하고,,
밖,안다니고,,
일,받아,,
경상도,받아,,
박근혜,받아,,
설마,받아,,
그,하면서,,
유모차,사니,,
이분,탔는데,,
승마,해도,,
선수,잘사는,,
고등,따라오고,,
때,지,,
지금,꼴린대로,,
승마,사네,,
걸,버리고,,
동안,해라,,
기사,주물렀구만,,
톱,잘못있는가,,
직접,이러냐,,
인터뷰,하여,,
시도,만들었군,,
절대,나갔지만,,
갑,해봐야,,
엄마,해서,,
얘기,잘,,
공주,넘이랑,,
학벌,바람나서,,
무슨,버리고,,
의미,먹어,,
왜,버리고,,
이,느낀다,,
난리,나오는,,
밥,찾아볼,,
북한,보는,,
김정은,흐르고,,
특수,휘두르면,,
체포,먹고,,
동원,받는다고,,
최,하겠지만,,
실과,갈,,
정유,가본,,
에,쑤셔,,
확,넣다니,,
박근혜,비었겠네,,
대통령,보면,,
게,봐도,,
하긴쟤늠,지,,
때,보내려고,,
학교,한,,
안배,참,,
워,사구,,
대체,와,,
짓,된,,
주,시켰으면,,
기사,쏟아내겠어요,,
속보,시키고있구만,,
정유,봐주는,,
말,줄이있으니까,,
애남,다니지,,
물이,잘라,,
물,버리고싶어,,
정유,만들어주다니,,
말,가는게,,
거,하려하는지,,
시기,모르겠네,,
사랑,않고,,
녀자,봐도,,
후세,드러내지,,
동안,않고,,
임신,될텐데,,
거,챙기고,,
기,넘,,
웃기,했네,,
지도,들,,
한나라,했구먼,,
풍지,되는,,
박산,일세,,
끌,이었다는데,,
고간,어린,,
더,닮었나,,
기기,눈뜨는구나,,
타,하냐,,
우리나라,샀냐,,
나라,잡아들여라,,
국민,까발리는,,
눈,하지,,
눈,말아야지,,
귀,했느냐,,
도아,까발리면,,
고,가자야,,
시대,하냐,,
바,바로잡는,,
에고,되고나면,,
인물,되는거야,,
그대로,뽑아,,
수,봐야,,
공,싸워,,
국민,싸울꺼야,,
비호,앞세워,,
감시,했으면,,
서서,까도,,
너,까도,,
앞,했을까,,
앞날,않나요,,
좀,파헤쳐서,,
때,하겠다,,
어찌,남겨놓은,,
안하무인,봐줄,,
누,내려놓고,,
동정,하는,,
래야,않을까,,
모자이크,태어나서,,
왜,사네,,
거,참,,
얼굴,어린,,
기자,까져가지고,,
실,하니,,
말,겁나,,
말,보여,,
말타,길러지다가,,
모습,비뚤게,,
상상,나간,,
남자,임,,
자기,오냐하며,,
말,키우고,,
안장,만들었겠지,,
다가,된것,,
생각,들,,
타나,싶네,,
정윤회,남자였다면,,
최,갈,,
실,해도,,
라일,끝냈겠네,,
신경,다닌건데,,
덜,나오는건데,,
딸,가고,,
제대로,늦으면,,
관리,들렷다,,
이화여대,가고,,
최,갈려고,,
실과,가고,,
정,시켰어야지,,
유라,까도,,
방,까도,,
박근혜,피야지,,
이화여대,돌아간다,,
격침,만들고,,
꼴,낳는라,,
여자,해,,
여자,하며,,
더니,하는,,
명문,해서,,
이화여대,이어,,
년,나가는,,
쓰레기,밝은,,
린,모아서,,
헬조선,만들어주고,,
박근혜,하세요,,
딸,벗기자,,
대한민국,닮았나,,
빽,보게,,
살기,받았기에,,
조,해서,,
나라,했을까,,
존나,나갔던,,
빠,했나,,
도대체,해봐,,
누구,나오겠지,,
존나,들,,
빠,찍고,,
도대체,가,,
누구,해야,,
정유,되면,,
쟤,듣고,,
그,하지,,
정도,나오고,,
재력,끝나고,,
엄마,빠지진,,
외국,않으니까,,
공부,하지마라,,
학벌,돌아다니는,,
세탁,된다고,,
데,하니,,
사교육,어릴,,
승마,벌어집니다,,
돈,타세요,,
이대,만들었네,,
시험,보면,,
떳떳,빠진다고,,
결론,하는데,,
머리,빼준답니까,,
걸,들어와서,,
빡,가던걸요,,
대통령,다닌,,
이,했던건,,
정도,빠지던데요,,
수준,생겼어,,
줄,보군,,
사람,토나오게,,
배신,생긴거,,
느낌,보면,,
최,찢어놨는지,,
실,붙을라,,
정유,까,,
박정희,생겨가지고는,,
독재정,까발려지게,,
때,될지,,
벌써,했나,,
암살,사그라들거라는,,
미꾸라지,저러겠냐,,
온,저러겠냐,,
연못,부르짖는거,,
온나라,보면,,
망아지,나오는거,,
얘기,까,,
도배,하는거,,
승마,보면,,
협회,건너간다고,,
해체,할듯,,
데,나가니,,
쓰레기,모르고,,
세금,쓰는,,
기생충,하면,,
미리,했다는,,
것,나오네요,,
돈,까고,,
충공깽,까도,,
고등학교,까고,,
년,깔,,
나이,까도,,
만,까도,,
세,나오네,,
양파,따고,,
도나,개인전에서는,,
이건,딴거,,
시작,했음,,
경찰,낳은게,,
검찰,되는데,,
이두,되면,,
제대로,낳는,,
조사해,타기,,
임신,모르는,,
애비,됐습니다,,
쪼매난년,타기,,
딸,되면,,
미래,참,,
위해,잘,,
개헌,하는것,,
박근혜,되는,,
출산,하는,,
장려,되었을,,
정책,가졌으니,,
예산,다녔구만,,
정,주물르듯,,
유라,하며,,
이제,살았구나,,
한숨,누르니,,
애,빠지게,,
대학,놓고,,
임신,한것은,,
육아,털어,,
휴학,나면,,
문제,떠는,,
그게,한다든,,
단,는,,
명의,했었나,,
특혜,봐주고,,
위해,타야지,,
분란,하지,,
절차,않나요,,
진행,두죠,,
거지,해줘도,,
그동안,놓쳐,,
임신,갈,,
출산,커,,
육아,받고,,
때문,탔을지,,
학업,따라,,
여고생,갔을지,,
여대생,걸릴까봐,,
손가락질,들고,,
중도,나온것이야,,
포기,한다,,
학업,되었구나,,
취업,살아도,,
그로,하며,,
가난,큰다,,
고난,갖춰지지,,
줄줄이,하면,,
사탕,잘,,
그,큼,,
아무,파고들자,,
신경,했겠냐,,
단,되는,,
명의,해라,,
부잣집,갈,,
귀족,사가지고,,
왕족,들어가면,,
사람,딴거,,
노오,맞소,,
부모,보면,,
잘만,하다가,,
능력,되는,,
세상,가봐,,
것,가서,,
일인,갈,,
밑,하고,,
말,주고,,
죄,가고,,
출산,남겠다,,
설,터진다,,
년,주세용,,
뭐,타는거만,,
인간,잘,,
어데,하겠구나,,
정유,나왔는데,,
경호원,앞두고,,
명,해야되,,
데리,듣고,,
거,하는,,
팩트,빼면,,
무슨,나가고,,
대통령,되냐,,
딸,끝나면,,
대통령,하지,,
식사,하진,,
소급,않는다,,
중졸,쉴드칠,,
내,쳐라,,
친구,나갔던,,
고,했나,,
때,해보면,,
거의,나오겠네,,
학교,어린,,
여름방학,하여,,
아예,하여,,
승마,할,,
대회,한,,
학교장,드러나고,,
표창장,가고,,
명,만나서,,
대회,이었으면,,
출전,했겠네,,
공동,알려졌네,,
실,까야지,,
편,내리는거,,
원래,보면,,
그,져,,
세상,버리고,,
머,싶을,,
선수,손잡고자,,
바,살하는거,,
학교,하기는,,
왜,했다,,
가나,참,,
검정고시,되는,,
패,나오는,,
스,했던,,
그냥,알려진,,
쓰레기,올린,,
더미,됐다,,
쓰레기,된,,
공주,되는,,
원투,한,,
여자,찍은,,
로서,올라와있었다,,
니,해도,,
셋,참,,
아웃,쉽게,,
오븐,사는구나,,
안중,탄게,,
닭년,탔어요,,
국민,나도,,
호구,가서,,
제발,싶네,,
쌍판,받아,,
갑자기,받았다,,
투척,했다,,
토,따르면,,
반드시,키우는,,
경고,해,,
메시지,했으며,,
참고,따라,,
쌍판,받았다고,,
먼저,했다,,
채널,날라,,
대통,갔는데,,
년,고치는,,
리퍼,식은,,
나라,먹기였겠지,,
저,느낀다,,
권력자,들,,
얼마나,보이는구나,,
사림,가리고,,
고개,씨부리다가,,
아첨,빨아들이는,,
안,하면,,
잡고,올린다며,,
반드시,하더니,,
국민,되도,,
세금,않는,,
기업,지,,
돈,꼴리는대로,,
호의호식,하겠다고,,
모녀,내서,,
잡고,풀어,,
제일,껴,,
분,일으킨,,
탄핵,빠져나갈려는가,,
도,본데,,
나이,쌓아,,
눌,올린,,
힘,터지면,,
보호,보내야,,
개,한다,,
돼지,할,,
신경,캐러,,
마님,다니냐,,
계속,하는,,
보호,짓이라면,,
항의,웃으도,,
것,될듯,,
쇼핑,먹고,,
돈,만들고,,
봉투,만들고,,
뉴스,알았는데,,
학교,줄여주는게,,
거부,하는,,
짓,오줄,,
학교,해서,,
기안,간거,,
도대체,맞나,,
누구,보네,,
운동선수,맞구만,,
연예,만들었다고,,
학교,맞잖아,,
억지,잘,,
보이,비웃더니,,
담배,지는,,
피고,해서,,
결석,까도,,
거,까도,,
뒤,나오네,,
수습,합니다,,
매,하는,,
그냥,나갈,,
금수,시켜서,,
수준,한다고,,
한국,하고,,
미혼모,다녔네,,
정부,업고,,
금주,났겠네,,
설마,하던지,,
나라,죽기,,
꼴,서,,
잣,끌어내려라,,
군,끝나고,,
정말,가신듯,,
저딴,했다하면,,
련,찾아가,,
대통령,주고,,
정신,줄아느냐,,
친일,죽어,,
부역,했구만,,
민족,보자,,
매국노,나오는지,,
남로당,듣고싶고,,
빨갱이,감싸네,,
박정희,짜리,,
딸,키워,,
박근혜,된다고,,
대한민국,나오고,,
대통령,됐다,,
규명,올려놨다는데,,
하라,이를,,
쪽,하면고,,
빠리,했다는데,,
로부터,사주고,,
이나라,바쳤는데,,
이순신장군,해야,,
독립운동가,한다,,
김구,모르겠는데,,
안창호,들,,
안중근,끼는데,,
윤봉길,따지,,
이봉창,무너지고,,
열사,차는,,
순국선열,보거라,,
욕,하는,,
짓거리,하는,,
이나라,겁니다,,
친일,되는,,
부역,겁니다,,
민족,겁니다,,
매국노,하지도,,
박정희,헐,,
일제,모르겠음,,
강점,하는데,,
기,하면서,,
대한민국,해보는,,
민족,하려면,,
말살,하긴,,
민족,하니까,,
수탈,긴,,
혈,나올려면,,
수탈,나오는지,,
대란,만든,,
뜻,알겠다,,
친일,샌거,,
부역,해봐,,
민족,늦게,,
매국노,나왔어,,
남로당,도망갈,,
빨갱이,준것,,
사오,하는데,,
효수,하냐,,
박근혜,빨기,,
탄핵,않게,,
친일,떠는,,
부역,해야,,
민족,한다,,
매국노,따구로,,
국민,시키고도,,
개돼지,들고,,
노예,다녀,,
취급,해,,
저,할,,
쌩쑈,도망가,,
연기,봐야,,
거짓,긋는,,
선거,일어났네,,
공약,했다는게,,
속,밝혀,,
국민,바라,,
개돼지,해보고,,
노예,했는,,
기사,다는게,,
댓글,잇는,,
조차,드러나네,,
좌빨,걷어차라,,
드립,갈,,
부패,했나요,,
정권,해주는,,
편,갈,,
알바,걸렸나,,
네이버,하지도,,
국가,않고,,
조작,다니면,,
뒷돈,삶은,,
조직,되는,,
댓글,가야겠다,,
알바,시켜,,
단,컸나,,
활동,보네,,
중이,키우면,,
댓글,찍는,,
설마,온다,,
사실,훔친,,
개돼지,지,,
만,알아서,,
국민,해줬네,,
수준,맞아되,,
훈련,끝내지,,
대회,나온다,,
결석,이러다간,,
개,까,,
애,발라지겠다,,
수저,생각나네요,,
뭐임,하시노,,
배,까발려,,
청와대,져,,
고등학교,비치는,,
인지,잡아내,,
얘,없애야,,
거,한다,,
초반,본듯,,
보이지,하시는군요,,
초반,만든,,
정도,참,,
흠,겠다,,
야이뇬,갔다,,
학교,붙여서,,
처자빠잤,까는것은,,
진짜,하는것인줄아냐,,
말탓,들을,,
말,했기,,
말맛,하는,,
뇬,썩어,,
좀,빠진,,
이,하다말고,,
말,해서,,
대가리,낳고옵니까,,
뇬,썩어,,
유라,빠졌을까,,
낯짝,탔는지,,
왜,탔는지,,
모자,바꿔,,
처리,볼려고,,
이,했구만,,
사람,하는것은,,
본질,받는,,
제발,해준답니다,,
얘,까는것은,,
결혼,까,,
아기,않을까요,,
뭐,서는,,
못,먹고,,
뭐,먹고,,
너,들,,
얼굴,하는,,
선남선녀,끝나고,,
특혜,나오는,,
부정,하는것은,,
입학,받는,,
범법,해준답니다,,
행위,까는것은,,
불법,까,,
낙태,않을까요,,
것,참,,
자기,참,,
아기,모은,,
뭐,하게하는,,
문제,보여줍니다,,
애,죽었다고,,
때문,쏟아지고,,
학교,짓겠지,,
역시,죽은것처럼,,
한겨례,했었,,
진실,벌이는,,
역시,벌어지고,,
달라,되는것이죠,,
국익,이었을텐데,,
위해,까,,
학교,낳았어여,,
여러가지,사실이라면,,
의혹,하고,,
문제,사실이라면,,
최,된것도,,
실,보는것,,
여자,키울까,,
대통령,나오네,,
팔,쓴,,
밑천,해서,,
것,했다고,,
때문,합니다,,
나라,보면,,
엉망,할수,,
조사해,할수,,
재산,알려,,
수해,줬으면,,
좌좀,합니다,,
부들부들,타더니,,
아무,참,,
얘기,한다,,
댓글,한다니,,
누가,만다니,,
유라,하고,,
남,하며,,
욕,살아왔겠지,,
저걸,쌓아,,
졸업,까발려지는,,
고등학교,받고,,
문제,죽기전에,,
완전,가서,,
뿌리,살면서,,
승마,돌아볼,,
협회,해,,
조사해,불렀다지,,
말,잇는,,
왜,하면,,
때,되여,,
처신,했냐,,
학생,보여준다,,
때,붙어,,
하라,먹고,,
공부,바뀜,,
안,되냐,,
불장난,는,,
돈,해,,
법,놓고,,
원칙,해서,,
뭐,지셨으면,,
개떡,기다립니다,,
민국,내는게,,
서민,지,,
개돼지,들,,
라이,맞는,,
개한민국,대,,
양파,대,,
끝,합니다,,
달,가고,,
학교,하고,,
간다,돌아다닌,,
개,썩었겠네,,
월반,가고,,
결석,만들었,,
방학,하여,,
정도,지,,
결석,들,,
졸업,갖고,,
라이,놀았네,,
학교,어린게,,
졸업,참,,
공부,살았네,,
대학,타랴,,
어차피,타랴,,
학교,기랴,,
선생,살아서,,
교수,한,,
권력,먹은거,,
돈앞,보인다,,
무릎,해는,,
스승,하는거,,
말,봐도,,
옛말,나잖아,,
고교,들으면,,
에폭,들을,,
다반사,하는구나,,
어찌,맞네,,
할꼬,끝나고,,
어찌,빠져도,,
할꼬,되는거냐,,
정윤회,두었데,,
좌파,들어갈텐데,,
성적,들어,,
발언,들어갈수있었는데,,
역시,떨어졌대,,
좌파,나빠지는걸,,
인간,아는데,,
애,가,,
개인,이를,,
사생활,해달라며,,
자극,보낸,,
그것,친이계,,
때문,빠져,,
더,가고,,
사회,했는지,,
정치,알겠네,,
이슈,되었구만,,
한편,하다가,,
걱정,바꿔,,
학교,탄것,,
애마부인,까,,
얼굴,봐,,
유라,와서,,
쓰레기,시키네,,
쓰레기통,였군,,
역대,이었나,,
막장드라마,보네,,
종,할까,,
인생,일까,,
오,긴,,
기사,찍은,,
정유,바뀐거,,
고딩,하느라,,
때,덮으러,,
반,했다,,
애,하네,,
국민,나오고,,
조선,썩고,,
한겨레,떼우고,,
경향신문,냅,,
일도,두고,,
터,하네,,
최씨,하자고하네,,
일당,알아서,,
정답,서,,
돈,하니,,
실력,보면,,
얌,해온것을,,
돈,일것이다,,
얌,맞게,,
승마,놀자,,
협회,않는다,,
공문,지,,
그냥,하고,,
엄마,살았네,,
품,했단,,
엄마,듣는,,
엄마,까도,,
절친,까도,,
이모,나온다,,
생활,다녔으니,,
마리,틀리지,,
고양이,된,,
마리나,된,,
이유,맺은,,
자신,하는지,,
사랑,늦지,,
것,않은것,,
생활,키우지말고,,
습관,나와,,
환경,책임지시길,,
그게,갔구나,,
모두,않나,,
공주,되도,,
일반,대,,
전파,보이네요,,
무기,어린,,
가해자,됐네,,
년전,올라탄,,
투명,가진,,
망토,일듯,,
사용,가,,
참으로,이를,,
얘기,해달라며,,
이지,보낸,,
저,친이계,,
미국,빠져,,
우리,되면,,
돈,모르는,,
투명,타고하더니,,
망토,타서,,
벌,낳고,,
얘,차서,,
전파,갔네,,
무기,가리지,,
가해자,냄세,,
우리,날거,,
일반,갔어,,
과학,받는,,
전파,해서,,
무기,바로잡아야,,
피해자,한다,,
이,밝힌,,
투명,전해졌다,,
망토,만나,,
프로,해,,
진실,했다,,
사실,해서는,,
자,나도,,
싸움,가서,,
전파,나고,,
무기,해서,,
피해자,인정받은,,
모든,했다,,
진실,날텐데,,
전파,먹고,,
무기,노는게,,
글,보면,,
참으로,일어나는구나,,
상도,나올지,,
전파,해서,,
무기,숨지말고,,
가해자,나오시라고,,
세상,하세요,,
투명,참,,
망토,그리,,
프로,감싸고,,
수면,지,,
가스,저질러도,,
마취,해주니,,
후,살아도,,
수면,드는,,
주사,키운,,
강간,맡긴,,
음란물,이어,,
유통,받은,,
돈,봤으면,,
음식물,한다,,
전파,들아,,
타고,흘리며,,
세상,하셨나요,,
말종,어린,,
제,해서,,
모든,지키다,,
사실,하셨나요,,
지금,썩어,,
이글,버렸는데,,
몸,썩은게,,
전파,썩어,,
마구,버렸네요,,
마구,나올,,
대고,사셨네,,
여러분,참,,
전파,사는,,
무기,된다,,
가해자,낳았냐,,
반드시,낳으니,,
내용,들,,
투명,찾아내서,,
망토,지가,,
정말,대던,,
전파,하게,,
무기,쓰며,,
가해자,모르고,,
모두,아는,,
사용,죽어,,
비리,나가는,,
종결자,죽어야지,,
자기,다녀,,
딸도,져,,
자기,쳐,,
대통령,먹을려,,
출마,했어,,
영남대,쳐,,
승마,먹구,,
특기,다니는,,
생,맞어요,,
이대,였구나,,
여자,나온거,,
코스프레,어린게,,
미국,지,,
